Artist,Week,genre,Days to Peak,track,Length,Rank
"Diffie, Joe",2nd,Country,21,The Quittin' Kind,3:23,100.0
"Diffie, Joe",2nd,Country,35,It's Always Somethin',2:55,78.0
"Diffie, Joe",3rd,Country,21,The Quittin' Kind,3:23,100.0
"Diffie, Joe",3rd,Country,35,It's Always Somethin',2:55,67.0
"Diffie, Joe",4th,Country,21,The Quittin' Kind,3:23,90.0
"Diffie, Joe",4th,Country,35,It's Always Somethin',2:55,63.0
"Diffie, Joe",5th,Country,21,The Quittin' Kind,3:23,93.0
"Diffie, Joe",5th,Country,35,It's Always Somethin',2:55,60.0
"Diffie, Joe",6th,Country,21,The Quittin' Kind,3:23,94.0
"Diffie, Joe",6th,Country,35,It's Always Somethin',2:55,57.0
"Diffie, Joe",7th,Country,35,It's Always Somethin',2:55,63.0
"Diffie, Joe",8th,Country,35,It's Always Somethin',2:55,69.0
"Diffie, Joe",9th,Country,35,It's Always Somethin',2:55,78.0
"Dion, Celine",10th,Rock,112,That's The Way It Is,4:03,14.0
"Dion, Celine",11th,Rock,112,That's The Way It Is,4:03,11.0
"Dion, Celine",12th,Rock,112,That's The Way It Is,4:03,8.0
"Dion, Celine",13th,Rock,112,That's The Way It Is,4:03,9.0
"Dion, Celine",14th,Rock,112,That's The Way It Is,4:03,10.0
"Dion, Celine",15th,Rock,112,That's The Way It Is,4:03,11.0
"Dion, Celine",16th,Rock,112,That's The Way It Is,4:03,11.0
"Dion, Celine",17th,Rock,112,That's The Way It Is,4:03,6.0
"Dion, Celine",18th,Rock,112,That's The Way It Is,4:03,8.0
"Dion, Celine",19th,Rock,112,That's The Way It Is,4:03,7.0
"Dion, Celine",1st,Rock,112,That's The Way It Is,4:03,74.0
"Dion, Celine",20th,Rock,112,That's The Way It Is,4:03,7.0
"Dion, Celine",21st,Rock,112,That's The Way It Is,4:03,9.0
"Dion, Celine",22nd,Rock,112,That's The Way It Is,4:03,10.0
"Dion, Celine",23rd,Rock,112,That's The Way It Is,4:03,14.0
"Dion, Celine",24th,Rock,112,That's The Way It Is,4:03,16.0
"Dion, Celine",25th,Rock,112,That's The Way It Is,4:03,26.0
"Dion, Celine",26th,Rock,112,That's The Way It Is,4:03,31.0
"Dion, Celine",27th,Rock,112,That's The Way It Is,4:03,35.0
"Dion, Celine",28th,Rock,112,That's The Way It Is,4:03,42.0
"Dion, Celine",2nd,Rock,112,That's The Way It Is,4:03,68.0
"Dion, Celine",3rd,Rock,112,That's The Way It Is,4:03,65.0
"Dion, Celine",4th,Rock,112,That's The Way It Is,4:03,49.0
"Dion, Celine",5th,Rock,112,That's The Way It Is,4:03,44.0
"Dion, Celine",6th,Rock,112,That's The Way It Is,4:03,34.0
"Dion, Celine",7th,Rock,112,That's The Way It Is,4:03,30.0
"Dion, Celine",8th,Rock,112,That's The Way It Is,4:03,30.0
"Dion, Celine",9th,Rock,112,That's The Way It Is,4:03,17.0
"Dixie Chicks, The",10th,Country,42,Cold Day In July,5:12,91.0
"Dixie Chicks, The",10th,Country,49,Goodbye Earl,4:19,61.0
"Dixie Chicks, The",10th,Country,63,Cowboy Take Me Away,4:51,27.0
"Dixie Chicks, The",10th,Country,77,Without You,3:32,40.0
"Dixie Chicks, The",11th,Country,49,Goodbye Earl,4:19,86.0
"Dixie Chicks, The",11th,Country,63,Cowboy Take Me Away,4:51,27.0
"Dixie Chicks, The",11th,Country,77,Without You,3:32,35.0
"Dixie Chicks, The",12th,Country,49,Goodbye Earl,4:19,88.0
"Dixie Chicks, The",12th,Country,63,Cowboy Take Me Away,4:51,27.0
"Dixie Chicks, The",12th,Country,77,Without You,3:32,31.0
"Dixie Chicks, The",13th,Country,49,Goodbye Earl,4:19,96.0
"Dixie Chicks, The",13th,Country,63,Cowboy Take Me Away,4:51,31.0
"Dixie Chicks, The",13th,Country,77,Without You,3:32,33.0
"Dixie Chicks, The",14th,Country,49,Goodbye Earl,4:19,96.0
"Dixie Chicks, The",14th,Country,63,Cowboy Take Me Away,4:51,37.0
"Dixie Chicks, The",14th,Country,77,Without You,3:32,44.0
"Dixie Chicks, The",15th,Country,49,Goodbye Earl,4:19,98.0
"Dixie Chicks, The",15th,Country,63,Cowboy Take Me Away,4:51,40.0
"Dixie Chicks, The",15th,Country,77,Without You,3:32,36.0
"Dixie Chicks, The",16th,Country,63,Cowboy Take Me Away,4:51,47.0
"Dixie Chicks, The",16th,Country,77,Without You,3:32,35.0
"Dixie Chicks, The",17th,Country,63,Cowboy Take Me Away,4:51,51.0
"Dixie Chicks, The",17th,Country,77,Without You,3:32,37.0
"Dixie Chicks, The",18th,Country,63,Cowboy Take Me Away,4:51,56.0
"Dixie Chicks, The",18th,Country,77,Without You,3:32,43.0
"Dixie Chicks, The",19th,Country,63,Cowboy Take Me Away,4:51,59.0
"Dixie Chicks, The",19th,Country,77,Without You,3:32,51.0
"Dixie Chicks, The",1st,Country,42,Cold Day In July,5:12,80.0
"Dixie Chicks, The",1st,Country,49,Goodbye Earl,4:19,40.0
"Dixie Chicks, The",1st,Country,63,Cowboy Take Me Away,4:51,79.0
"Dixie Chicks, The",1st,Country,77,Without You,3:32,80.0
"Dixie Chicks, The",20th,Country,63,Cowboy Take Me Away,4:51,59.0
"Dixie Chicks, The",20th,Country,77,Without You,3:32,54.0
"Dixie Chicks, The",2nd,Country,42,Cold Day In July,5:12,79.0
"Dixie Chicks, The",2nd,Country,49,Goodbye Earl,4:19,29.0
"Dixie Chicks, The",2nd,Country,63,Cowboy Take Me Away,4:51,72.0
"Dixie Chicks, The",2nd,Country,77,Without You,3:32,70.0
"Dixie Chicks, The",3rd,Country,42,Cold Day In July,5:12,76.0
"Dixie Chicks, The",3rd,Country,49,Goodbye Earl,4:19,24.0
"Dixie Chicks, The",3rd,Country,63,Cowboy Take Me Away,4:51,70.0
"Dixie Chicks, The",3rd,Country,77,Without You,3:32,63.0
"Dixie Chicks, The",4th,Country,42,Cold Day In July,5:12,72.0
"Dixie Chicks, The",4th,Country,49,Goodbye Earl,4:19,24.0
"Dixie Chicks, The",4th,Country,63,Cowboy Take Me Away,4:51,61.0
"Dixie Chicks, The",4th,Country,77,Without You,3:32,56.0
"Dixie Chicks, The",5th,Country,42,Cold Day In July,5:12,68.0
"Dixie Chicks, The",5th,Country,49,Goodbye Earl,4:19,20.0
"Dixie Chicks, The",5th,Country,63,Cowboy Take Me Away,4:51,52.0
"Dixie Chicks, The",5th,Country,77,Without You,3:32,50.0
"Dixie Chicks, The",6th,Country,42,Cold Day In July,5:12,68.0
"Dixie Chicks, The",6th,Country,49,Goodbye Earl,4:19,20.0
"Dixie Chicks, The",6th,Country,63,Cowboy Take Me Away,4:51,52.0
"Dixie Chicks, The",6th,Country,77,Without You,3:32,49.0
"Dixie Chicks, The",7th,Country,42,Cold Day In July,5:12,65.0
"Dixie Chicks, The",7th,Country,49,Goodbye Earl,4:19,20.0
"Dixie Chicks, The",7th,Country,63,Cowboy Take Me Away,4:51,52.0
"Dixie Chicks, The",7th,Country,77,Without You,3:32,48.0
"Dixie Chicks, The",8th,Country,42,Cold Day In July,5:12,70.0
"Dixie Chicks, The",8th,Country,49,Goodbye Earl,4:19,19.0
"Dixie Chicks, The",8th,Country,63,Cowboy Take Me Away,4:51,39.0
"Dixie Chicks, The",8th,Country,77,Without You,3:32,46.0
"Dixie Chicks, The",9th,Country,42,Cold Day In July,5:12,84.0
"Dixie Chicks, The",9th,Country,49,Goodbye Earl,4:19,38.0
"Dixie Chicks, The",9th,Country,63,Cowboy Take Me Away,4:51,31.0
"Dixie Chicks, The",9th,Country,77,Without You,3:32,41.0
Dr. Dre,10th,Rap,63,Forgot About Dre,3:42,25.0
Dr. Dre,10th,Rap,63,The Next Episode,2:38,23.0
Dr. Dre,11th,Rap,63,Forgot About Dre,3:42,25.0
Dr. Dre,11th,Rap,63,The Next Episode,2:38,26.0
Dr. Dre,12th,Rap,63,Forgot About Dre,3:42,26.0
Dr. Dre,12th,Rap,63,The Next Episode,2:38,27.0
Dr. Dre,13th,Rap,63,Forgot About Dre,3:42,26.0
Dr. Dre,13th,Rap,63,The Next Episode,2:38,32.0
Dr. Dre,14th,Rap,63,Forgot About Dre,3:42,28.0
Dr. Dre,14th,Rap,63,The Next Episode,2:38,32.0
Dr. Dre,15th,Rap,63,Forgot About Dre,3:42,34.0
Dr. Dre,15th,Rap,63,The Next Episode,2:38,44.0
Dr. Dre,16th,Rap,63,Forgot About Dre,3:42,47.0
Dr. Dre,16th,Rap,63,The Next Episode,2:38,46.0
Dr. Dre,17th,Rap,63,Forgot About Dre,3:42,58.0
Dr. Dre,17th,Rap,63,The Next Episode,2:38,47.0
Dr. Dre,18th,Rap,63,Forgot About Dre,3:42,68.0
Dr. Dre,18th,Rap,63,The Next Episode,2:38,50.0
Dr. Dre,19th,Rap,63,Forgot About Dre,3:42,80.0
Dr. Dre,19th,Rap,63,The Next Episode,2:38,52.0
Dr. Dre,1st,Rap,63,Forgot About Dre,3:42,75.0
Dr. Dre,1st,Rap,63,The Next Episode,2:38,78.0
Dr. Dre,20th,Rap,63,Forgot About Dre,3:42,82.0
Dr. Dre,20th,Rap,63,The Next Episode,2:38,58.0
Dr. Dre,2nd,Rap,63,Forgot About Dre,3:42,55.0
Dr. Dre,2nd,Rap,63,The Next Episode,2:38,67.0
Dr. Dre,3rd,Rap,63,Forgot About Dre,3:42,47.0
Dr. Dre,3rd,Rap,63,The Next Episode,2:38,58.0
Dr. Dre,4th,Rap,63,Forgot About Dre,3:42,36.0
Dr. Dre,4th,Rap,63,The Next Episode,2:38,53.0
Dr. Dre,5th,Rap,63,Forgot About Dre,3:42,36.0
Dr. Dre,5th,Rap,63,The Next Episode,2:38,46.0
Dr. Dre,6th,Rap,63,Forgot About Dre,3:42,30.0
Dr. Dre,6th,Rap,63,The Next Episode,2:38,41.0
Dr. Dre,7th,Rap,63,Forgot About Dre,3:42,30.0
Dr. Dre,7th,Rap,63,The Next Episode,2:38,32.0
Dr. Dre,8th,Rap,63,Forgot About Dre,3:42,31.0
Dr. Dre,8th,Rap,63,The Next Episode,2:38,27.0
Dr. Dre,9th,Rap,63,Forgot About Dre,3:42,26.0
Dr. Dre,9th,Rap,63,The Next Episode,2:38,26.0
Drama,10th,Rap,35,"Left, Right, Left",3:37,96.0
Drama,11th,Rap,35,"Left, Right, Left",3:37,100.0
Drama,12th,Rap,35,"Left, Right, Left",3:37,98.0
Drama,13th,Rap,35,"Left, Right, Left",3:37,96.0
Drama,1st,Rap,35,"Left, Right, Left",3:37,100.0
Drama,2nd,Rap,35,"Left, Right, Left",3:37,98.0
Drama,3rd,Rap,35,"Left, Right, Left",3:37,89.0
Drama,4th,Rap,35,"Left, Right, Left",3:37,80.0
Drama,5th,Rap,35,"Left, Right, Left",3:37,75.0
Drama,6th,Rap,35,"Left, Right, Left",3:37,73.0
Drama,7th,Rap,35,"Left, Right, Left",3:37,80.0
Drama,8th,Rap,35,"Left, Right, Left",3:37,86.0
Drama,9th,Rap,35,"Left, Right, Left",3:37,91.0
Dream,10th,Rock,91,He Loves U Not,3:43,18.0
Dream,11th,Rock,91,He Loves U Not,3:43,11.0
Dream,12th,Rock,91,He Loves U Not,3:43,8.0
Dream,13th,Rock,91,He Loves U Not,3:43,5.0
Dream,14th,Rock,91,He Loves U Not,3:43,2.0
Dream,15th,Rock,91,He Loves U Not,3:43,2.0
Dream,16th,Rock,91,He Loves U Not,3:43,3.0
Dream,17th,Rock,91,He Loves U Not,3:43,3.0
Dream,18th,Rock,91,He Loves U Not,3:43,3.0
Dream,19th,Rock,91,He Loves U Not,3:43,7.0
Dream,1st,Rock,91,He Loves U Not,3:43,99.0
Dream,20th,Rock,91,He Loves U Not,3:43,9.0
Dream,21st,Rock,91,He Loves U Not,3:43,10.0
Dream,22nd,Rock,91,He Loves U Not,3:43,11.0
Dream,23rd,Rock,91,He Loves U Not,3:43,10.0
Dream,24th,Rock,91,He Loves U Not,3:43,19.0
Dream,25th,Rock,91,He Loves U Not,3:43,23.0
Dream,26th,Rock,91,He Loves U Not,3:43,28.0
Dream,27th,Rock,91,He Loves U Not,3:43,38.0
Dream,28th,Rock,91,He Loves U Not,3:43,46.0
Dream,2nd,Rock,91,He Loves U Not,3:43,92.0
Dream,3rd,Rock,91,He Loves U Not,3:43,81.0
Dream,4th,Rock,91,He Loves U Not,3:43,59.0
Dream,5th,Rock,91,He Loves U Not,3:43,47.0
Dream,6th,Rock,91,He Loves U Not,3:43,42.0
Dream,7th,Rock,91,He Loves U Not,3:43,32.0
Dream,8th,Rock,91,He Loves U Not,3:43,27.0
Dream,9th,Rock,91,He Loves U Not,3:43,18.0
"Eastsidaz, The",10th,Rap,35,G'D Up,4:27,69.0
"Eastsidaz, The",11th,Rap,35,G'D Up,4:27,83.0
"Eastsidaz, The",12th,Rap,35,G'D Up,4:27,82.0
"Eastsidaz, The",13th,Rap,35,G'D Up,4:27,90.0
"Eastsidaz, The",14th,Rap,35,G'D Up,4:27,94.0
"Eastsidaz, The",1st,Rap,0,Got Beef,3:58,99.0
"Eastsidaz, The",1st,Rap,35,G'D Up,4:27,77.0
"Eastsidaz, The",2nd,Rap,0,Got Beef,3:58,99.0
"Eastsidaz, The",2nd,Rap,35,G'D Up,4:27,77.0
"Eastsidaz, The",3rd,Rap,35,G'D Up,4:27,89.0
"Eastsidaz, The",4th,Rap,35,G'D Up,4:27,64.0
"Eastsidaz, The",5th,Rap,35,G'D Up,4:27,57.0
"Eastsidaz, The",6th,Rap,35,G'D Up,4:27,47.0
"Eastsidaz, The",7th,Rap,35,G'D Up,4:27,47.0
"Eastsidaz, The",8th,Rap,35,G'D Up,4:27,55.0
"Eastsidaz, The",9th,Rap,35,G'D Up,4:27,65.0
Eiffel 65,10th,Electronica,49,Blue (Da Ba Dee),3:29,9.0
Eiffel 65,11th,Electronica,49,Blue (Da Ba Dee),3:29,13.0
Eiffel 65,12th,Electronica,49,Blue (Da Ba Dee),3:29,19.0
Eiffel 65,13th,Electronica,49,Blue (Da Ba Dee),3:29,21.0
Eiffel 65,14th,Electronica,49,Blue (Da Ba Dee),3:29,24.0
Eiffel 65,15th,Electronica,49,Blue (Da Ba Dee),3:29,32.0
Eiffel 65,16th,Electronica,49,Blue (Da Ba Dee),3:29,42.0
Eiffel 65,17th,Electronica,49,Blue (Da Ba Dee),3:29,56.0
Eiffel 65,18th,Electronica,49,Blue (Da Ba Dee),3:29,60.0
Eiffel 65,19th,Electronica,49,Blue (Da Ba Dee),3:29,76.0
Eiffel 65,1st,Electronica,49,Blue (Da Ba Dee),3:29,67.0
Eiffel 65,20th,Electronica,49,Blue (Da Ba Dee),3:29,88.0
Eiffel 65,2nd,Electronica,49,Blue (Da Ba Dee),3:29,29.0
Eiffel 65,3rd,Electronica,49,Blue (Da Ba Dee),3:29,16.0
Eiffel 65,4th,Electronica,49,Blue (Da Ba Dee),3:29,16.0
Eiffel 65,5th,Electronica,49,Blue (Da Ba Dee),3:29,13.0
Eiffel 65,6th,Electronica,49,Blue (Da Ba Dee),3:29,11.0
Eiffel 65,7th,Electronica,49,Blue (Da Ba Dee),3:29,9.0
Eiffel 65,8th,Electronica,49,Blue (Da Ba Dee),3:29,6.0
Eiffel 65,9th,Electronica,49,Blue (Da Ba Dee),3:29,7.0
"Elliott, Missy ""Misdemeanor""",10th,Rap,42,Hot Boyz,3:51,7.0
"Elliott, Missy ""Misdemeanor""",11th,Rap,42,Hot Boyz,3:51,8.0
"Elliott, Missy ""Misdemeanor""",12th,Rap,42,Hot Boyz,3:51,11.0
"Elliott, Missy ""Misdemeanor""",13th,Rap,42,Hot Boyz,3:51,7.0
"Elliott, Missy ""Misdemeanor""",14th,Rap,42,Hot Boyz,3:51,10.0
"Elliott, Missy ""Misdemeanor""",15th,Rap,42,Hot Boyz,3:51,11.0
"Elliott, Missy ""Misdemeanor""",16th,Rap,42,Hot Boyz,3:51,12.0
"Elliott, Missy ""Misdemeanor""",17th,Rap,42,Hot Boyz,3:51,15.0
"Elliott, Missy ""Misdemeanor""",18th,Rap,42,Hot Boyz,3:51,17.0
"Elliott, Missy ""Misdemeanor""",19th,Rap,42,Hot Boyz,3:51,23.0
"Elliott, Missy ""Misdemeanor""",1st,Rap,42,Hot Boyz,3:51,36.0
"Elliott, Missy ""Misdemeanor""",20th,Rap,42,Hot Boyz,3:51,30.0
"Elliott, Missy ""Misdemeanor""",21st,Rap,42,Hot Boyz,3:51,38.0
"Elliott, Missy ""Misdemeanor""",2nd,Rap,42,Hot Boyz,3:51,21.0
"Elliott, Missy ""Misdemeanor""",3rd,Rap,42,Hot Boyz,3:51,13.0
"Elliott, Missy ""Misdemeanor""",4th,Rap,42,Hot Boyz,3:51,9.0
"Elliott, Missy ""Misdemeanor""",5th,Rap,42,Hot Boyz,3:51,7.0
"Elliott, Missy ""Misdemeanor""",6th,Rap,42,Hot Boyz,3:51,7.0
"Elliott, Missy ""Misdemeanor""",7th,Rap,42,Hot Boyz,3:51,5.0
"Elliott, Missy ""Misdemeanor""",8th,Rap,42,Hot Boyz,3:51,7.0
"Elliott, Missy ""Misdemeanor""",9th,Rap,42,Hot Boyz,3:51,7.0
Eminem,10th,Rap,28,Stan,5:26,70.0
Eminem,10th,Rap,35,The Way I Am,4:40,86.0
Eminem,10th,Rap,49,The Real Slim Shady,4:42,4.0
Eminem,11th,Rap,28,Stan,5:26,69.0
Eminem,11th,Rap,49,The Real Slim Shady,4:42,8.0
Eminem,12th,Rap,28,Stan,5:26,77.0
Eminem,12th,Rap,49,The Real Slim Shady,4:42,9.0
Eminem,13th,Rap,28,Stan,5:26,88.0
Eminem,13th,Rap,49,The Real Slim Shady,4:42,16.0
Eminem,14th,Rap,28,Stan,5:26,93.0
Eminem,14th,Rap,49,The Real Slim Shady,4:42,30.0
Eminem,15th,Rap,28,Stan,5:26,100.0
Eminem,15th,Rap,49,The Real Slim Shady,4:42,49.0
Eminem,16th,Rap,49,The Real Slim Shady,4:42,68.0
Eminem,17th,Rap,49,The Real Slim Shady,4:42,83.0
Eminem,18th,Rap,49,The Real Slim Shady,4:42,88.0
Eminem,19th,Rap,49,The Real Slim Shady,4:42,98.0
Eminem,1st,Rap,28,Stan,5:26,78.0
Eminem,1st,Rap,35,The Way I Am,4:40,87.0
Eminem,1st,Rap,49,The Real Slim Shady,4:42,70.0
Eminem,2nd,Rap,28,Stan,5:26,67.0
Eminem,2nd,Rap,35,The Way I Am,4:40,74.0
Eminem,2nd,Rap,49,The Real Slim Shady,4:42,32.0
Eminem,3rd,Rap,28,Stan,5:26,57.0
Eminem,3rd,Rap,35,The Way I Am,4:40,59.0
Eminem,3rd,Rap,49,The Real Slim Shady,4:42,20.0
Eminem,4th,Rap,28,Stan,5:26,57.0
Eminem,4th,Rap,35,The Way I Am,4:40,65.0
Eminem,4th,Rap,49,The Real Slim Shady,4:42,16.0
Eminem,5th,Rap,28,Stan,5:26,51.0
Eminem,5th,Rap,35,The Way I Am,4:40,59.0
Eminem,5th,Rap,49,The Real Slim Shady,4:42,11.0
Eminem,6th,Rap,28,Stan,5:26,51.0
Eminem,6th,Rap,35,The Way I Am,4:40,58.0
Eminem,6th,Rap,49,The Real Slim Shady,4:42,7.0
Eminem,7th,Rap,28,Stan,5:26,51.0
Eminem,7th,Rap,35,The Way I Am,4:40,59.0
Eminem,7th,Rap,49,The Real Slim Shady,4:42,6.0
Eminem,8th,Rap,28,Stan,5:26,57.0
Eminem,8th,Rap,35,The Way I Am,4:40,62.0
Eminem,8th,Rap,49,The Real Slim Shady,4:42,4.0
Eminem,9th,Rap,28,Stan,5:26,55.0
Eminem,9th,Rap,35,The Way I Am,4:40,89.0
Eminem,9th,Rap,49,The Real Slim Shady,4:42,5.0
En Vogue,1st,Rock,0,Riddle,5:10,92.0
En Vogue,2nd,Rock,0,Riddle,5:10,92.0
En Vogue,3rd,Rock,0,Riddle,5:10,97.0
En Vogue,4th,Rock,0,Riddle,5:10,100.0
"Estefan, Gloria",1st,Rock,0,No Me Dejes De Querer,3:25,77.0
"Evans, Sara",10th,Country,70,Born To Fly,5:36,39.0
"Evans, Sara",11th,Country,70,Born To Fly,5:36,34.0
"Evans, Sara",12th,Country,70,Born To Fly,5:36,46.0
"Evans, Sara",13th,Country,70,Born To Fly,5:36,44.0
"Evans, Sara",14th,Country,70,Born To Fly,5:36,36.0
"Evans, Sara",15th,Country,70,Born To Fly,5:36,42.0
"Evans, Sara",16th,Country,70,Born To Fly,5:36,53.0
"Evans, Sara",17th,Country,70,Born To Fly,5:36,58.0
"Evans, Sara",18th,Country,70,Born To Fly,5:36,74.0
"Evans, Sara",19th,Country,70,Born To Fly,5:36,81.0
"Evans, Sara",1st,Country,70,Born To Fly,5:36,77.0
"Evans, Sara",20th,Country,70,Born To Fly,5:36,86.0
"Evans, Sara",2nd,Country,70,Born To Fly,5:36,71.0
"Evans, Sara",3rd,Country,70,Born To Fly,5:36,64.0
"Evans, Sara",4th,Country,70,Born To Fly,5:36,57.0
"Evans, Sara",5th,Country,70,Born To Fly,5:36,55.0
"Evans, Sara",6th,Country,70,Born To Fly,5:36,51.0
"Evans, Sara",7th,Country,70,Born To Fly,5:36,46.0
"Evans, Sara",8th,Country,70,Born To Fly,5:36,44.0
"Evans, Sara",9th,Country,70,Born To Fly,5:36,36.0
Eve,10th,Rap,42,Love Is Blind,3:51,46.0
Eve,11th,Rap,42,Love Is Blind,3:51,50.0
Eve,12th,Rap,42,Love Is Blind,3:51,59.0
Eve,13th,Rap,42,Love Is Blind,3:51,66.0
Eve,14th,Rap,42,Love Is Blind,3:51,78.0
Eve,15th,Rap,42,Love Is Blind,3:51,87.0
Eve,16th,Rap,42,Love Is Blind,3:51,99.0
Eve,1st,Rap,7,Got It All,3:48,89.0
Eve,1st,Rap,42,Love Is Blind,3:51,94.0
Eve,2nd,Rap,7,Got It All,3:48,88.0
Eve,2nd,Rap,42,Love Is Blind,3:51,91.0
Eve,3rd,Rap,7,Got It All,3:48,88.0
Eve,3rd,Rap,42,Love Is Blind,3:51,57.0
Eve,4th,Rap,7,Got It All,3:48,91.0
Eve,4th,Rap,42,Love Is Blind,3:51,46.0
Eve,5th,Rap,7,Got It All,3:48,95.0
Eve,5th,Rap,42,Love Is Blind,3:51,46.0
Eve,6th,Rap,42,Love Is Blind,3:51,40.0
Eve,7th,Rap,42,Love Is Blind,3:51,34.0
Eve,8th,Rap,42,Love Is Blind,3:51,39.0
Eve,9th,Rap,42,Love Is Blind,3:51,42.0
Everclear,10th,Rock,84,Wonderful,4:30,25.0
Everclear,11th,Rock,84,Wonderful,4:30,28.0
Everclear,12th,Rock,84,Wonderful,4:30,25.0
Everclear,13th,Rock,84,Wonderful,4:30,11.0
Everclear,14th,Rock,84,Wonderful,4:30,13.0
Everclear,15th,Rock,84,Wonderful,4:30,13.0
Everclear,16th,Rock,84,Wonderful,4:30,11.0
Everclear,17th,Rock,84,Wonderful,4:30,18.0
Everclear,18th,Rock,84,Wonderful,4:30,28.0
Everclear,19th,Rock,84,Wonderful,4:30,36.0
Everclear,1st,Rock,84,Wonderful,4:30,77.0
Everclear,20th,Rock,84,Wonderful,4:30,39.0
Everclear,21st,Rock,84,Wonderful,4:30,45.0
Everclear,2nd,Rock,84,Wonderful,4:30,69.0
Everclear,3rd,Rock,84,Wonderful,4:30,53.0
Everclear,4th,Rock,84,Wonderful,4:30,37.0
Everclear,5th,Rock,84,Wonderful,4:30,33.0
Everclear,6th,Rock,84,Wonderful,4:30,25.0
Everclear,7th,Rock,84,Wonderful,4:30,24.0
Everclear,8th,Rock,84,Wonderful,4:30,23.0
Everclear,9th,Rock,84,Wonderful,4:30,22.0
"Fabian, Lara",10th,Pop,63,I Will Love Again,3:43,32.0
"Fabian, Lara",11th,Pop,63,I Will Love Again,3:43,37.0
"Fabian, Lara",12th,Pop,63,I Will Love Again,3:43,45.0
"Fabian, Lara",13th,Pop,63,I Will Love Again,3:43,68.0
"Fabian, Lara",14th,Pop,63,I Will Love Again,3:43,80.0
"Fabian, Lara",15th,Pop,63,I Will Love Again,3:43,80.0
"Fabian, Lara",16th,Pop,63,I Will Love Again,3:43,89.0
"Fabian, Lara",17th,Pop,63,I Will Love Again,3:43,96.0
"Fabian, Lara",1st,Pop,63,I Will Love Again,3:43,91.0
"Fabian, Lara",2nd,Pop,63,I Will Love Again,3:43,80.0
"Fabian, Lara",3rd,Pop,63,I Will Love Again,3:43,75.0
"Fabian, Lara",4th,Pop,63,I Will Love Again,3:43,61.0
"Fabian, Lara",5th,Pop,63,I Will Love Again,3:43,60.0
"Fabian, Lara",6th,Pop,63,I Will Love Again,3:43,52.0
"Fabian, Lara",7th,Pop,63,I Will Love Again,3:43,45.0
"Fabian, Lara",8th,Pop,63,I Will Love Again,3:43,40.0
"Fabian, Lara",9th,Pop,63,I Will Love Again,3:43,36.0
Fatboy Slim,10th,Electronica,70,The Rockafeller Skank,4:00,92.0
Fatboy Slim,11th,Electronica,70,The Rockafeller Skank,4:00,76.0
Fatboy Slim,12th,Electronica,70,The Rockafeller Skank,4:00,95.0
Fatboy Slim,1st,Electronica,70,The Rockafeller Skank,4:00,94.0
Fatboy Slim,2nd,Electronica,70,The Rockafeller Skank,4:00,94.0
Fatboy Slim,3rd,Electronica,70,The Rockafeller Skank,4:00,94.0
Fatboy Slim,4th,Electronica,70,The Rockafeller Skank,4:00,87.0
Fatboy Slim,5th,Electronica,70,The Rockafeller Skank,4:00,77.0
Fatboy Slim,6th,Electronica,70,The Rockafeller Skank,4:00,77.0
Fatboy Slim,7th,Electronica,70,The Rockafeller Skank,4:00,83.0
Fatboy Slim,8th,Electronica,70,The Rockafeller Skank,4:00,82.0
Fatboy Slim,9th,Electronica,70,The Rockafeller Skank,4:00,82.0
Filter,10th,Rock,70,Take A Picture,4:23,19.0
Filter,11th,Rock,70,Take A Picture,4:23,12.0
Filter,12th,Rock,70,Take A Picture,4:23,13.0
Filter,13th,Rock,70,Take A Picture,4:23,15.0
Filter,14th,Rock,70,Take A Picture,4:23,20.0
Filter,15th,Rock,70,Take A Picture,4:23,19.0
Filter,16th,Rock,70,Take A Picture,4:23,22.0
Filter,17th,Rock,70,Take A Picture,4:23,23.0
Filter,18th,Rock,70,Take A Picture,4:23,24.0
Filter,19th,Rock,70,Take A Picture,4:23,31.0
Filter,1st,Rock,70,Take A Picture,4:23,91.0
Filter,20th,Rock,70,Take A Picture,4:23,42.0
Filter,2nd,Rock,70,Take A Picture,4:23,74.0
Filter,3rd,Rock,70,Take A Picture,4:23,64.0
Filter,4th,Rock,70,Take A Picture,4:23,52.0
Filter,5th,Rock,70,Take A Picture,4:23,38.0
Filter,6th,Rock,70,Take A Picture,4:23,38.0
Filter,7th,Rock,70,Take A Picture,4:23,34.0
Filter,8th,Rock,70,Take A Picture,4:23,31.0
Filter,9th,Rock,70,Take A Picture,4:23,21.0
Foo Fighters,10th,Rock,98,Learn To Fly,3:55,25.0
Foo Fighters,11th,Rock,98,Learn To Fly,3:55,22.0
Foo Fighters,12th,Rock,98,Learn To Fly,3:55,22.0
Foo Fighters,13th,Rock,98,Learn To Fly,3:55,26.0
Foo Fighters,14th,Rock,98,Learn To Fly,3:55,20.0
Foo Fighters,15th,Rock,98,Learn To Fly,3:55,19.0
Foo Fighters,16th,Rock,98,Learn To Fly,3:55,20.0
Foo Fighters,17th,Rock,98,Learn To Fly,3:55,26.0
Foo Fighters,18th,Rock,98,Learn To Fly,3:55,30.0
Foo Fighters,19th,Rock,98,Learn To Fly,3:55,35.0
Foo Fighters,1st,Rock,98,Learn To Fly,3:55,80.0
Foo Fighters,20th,Rock,98,Learn To Fly,3:55,42.0
Foo Fighters,21st,Rock,98,Learn To Fly,3:55,50.0
